data	entrevistador	entrevistado	inicio_pergunta	fim_pergunta	inicio_resposta	fim_resposta	pergunta	resposta
2022-02-08	2	42	02:00:57	02:01:17	02:01:17	02:02:41	Pois bem, então há uma diferenciação, eu acho que no direito brasileiro há uma diferenciação muito firme, a integridade está muito ligada a lei de corrupção, salvo melhor juízo, lá não fala compliance, se diz conformidade ou integridade. Perguntaria para a doutora o seguinte, e a governança?	Excelência, a governança ela tem uma dimensão ainda mais ampla e muito associada a uma direção fundamental a boa administração. A governança ela diz respeito à gestão da coisa pública, conforme critérios de probidade, planejamento, eficiência e ela não se confunde com o governo, porque na medida que o governo segue uma lógica binária de maioria e minoria, a governança ela está relacionada a uma maior abertura. Ela exige uma participação das pessoas, daquelas pessoas que podem ser atingidas para aquela tomada de decisão, nessa tomada de decisão, no sentido de dar maior legitimidade democrática para essa gestão e no sentido de trazer ainda mais eficiência. Por isso que a governança, por vezes, ela é até mesmo tratada no âmbito do direito fundamental, como uma expressão, um sinônimo do direito fundamental à boa administração. Ou seja, uma administração eficiente, que planeja, que conduz com responsabilidade os processos públicos.
2022-02-08	2	42	02:02:41	02:02:46	02:02:46	02:03:29	É possível dizer que a boa governança ela está vinculada aos direitos humanos?	Sim, excelência. A boa governança ela está vinculada aos direitos humanos na medida em que exige-se que a atuação do gestor, ela seja responsável, ela dê efetividade notadamente aos princípios de direitos constitucionalmente assegurados. Então, nesse sentido, a governança ela seria uma forma de assegurar, implementar os direitos fundamentais, seria uma norma que exige a observância desses direitos fundamentais nas escolhas e nos processos de escolha, nos processos decisórios e na própria gestão da coisa pública.
2022-02-08	2	42	02:03:29	02:03:50	02:03:55	02:05:07	Pois bem, tem um texto do Canotilho, que chama Brancózios e Interconstitucionalidade, que ele trata sobre isso. Ele diz textualmente que os direitos humanos se aplicam à boa governança. Perguntaria, doutora, qual que são as bases internacionais dos programas de compliance? A história internacional de como surgiu os compliance?	Excelência, pelo que me recordo, o compliance ele ganha maior relevo no contexto da pós-modernidade, no contexto da sociedade globalizada, uma sociedade de risco, em que há uma preocupação no âmbito internacional com a lisura das relações e uma preocupação não apenas de relações sobre um aspecto econômico, mas também de garantia dos direitos humanos nas relações entre estados e até mesmo nas relações particulares que têm um âmbito internacional. Então, nesse contexto, preocupados com essa preocupação em torno de uma sociedade globalizada, em que há uma difusão de riscos que são inerentes à sociedade de consumo, a questões ambientais, abre-se então essa preocupação com o compliance no sentido de determinar normas de conduta que, além de assegurar interesses e uma pacificação do ponto de vista econômico, haja também uma garantia de direitos humanos.
2022-02-08	2	42	02:05:07	02:05:42	02:05:42	02:05:48	Então, deixa eu lhe perguntar, como fazer valer isso pela processualística civil? Como fazer valer os programas de conformidade? Eles não estão sendo observados, como fazer valer? A doutrina estabelece, aliás, essas expressões são expressões inglesas. São expressões inglesas. Como vou fazer valer o respeito, ou seja, a conformidade que é o compliance? E se não houver o respeito, o que eu faço a partir disso?	Do ponto de vista procedimental? Sim. Excelência, a questão...
2022-02-08	2	42	02:05:48	02:06:28	02:06:28	02:07:32	Excelência, a análise de risco, por exemplo, de uma empresa como a Vale, que ela não está sendo fiel aos mandamentos dos riscos. Como que vamos fazer? Ela deve obediência aos programas de conformidade, conforme o compliance, para aquele tipo de atividade que ela desenvolve. Manutenção de riscos, tipos de risco que são, gerência de risco, gestão de risco, transparência quanto ao risco, mas ela não está fazendo isso. Como fazer valer isso pela dogmática do processo civil?	Excelência, em termos procedimentais, no âmbito do processo civil, considerando que há uma obrigação jurídica normativa pelo ordenamento jurídico de observação dessas condutas. Considerando que esses estandes de condutas, eles têm uma perspectiva preventiva, buscam prevenir a efetiva ocorrência de danos, é possível se valer da tutela inibitória, no sentido de agir para definir uma obrigação de fazer dessa instituição, para que adote as práticas de compliance, que faça uma conformação de sua conduta, sob pena de ocorrência de um dano muito provável. Então nesse caso não seria necessário esperar a ocorrência do dano para uma atuação, sendo possível adotar uma perspectiva mais preventiva que se coaduna com a própria ideia do compliance.
2022-02-08	2	42	02:07:32	02:08:22	02:08:22	02:09:53	É porque o risco, ele é de natureza econômica. E o que o direito faz? Ele antecipa o risco, para não ter o dano. A rigor é isso, é um fenômeno, ele vai e antecipa. Então a pergunta que eu te faço é o seguinte, eu quero pensar em uma forma de fazer valer o compliance. Vou pensar em um enforcement, uma recomendação do Ministério Público para que a empresa faça valer o compliance. Pergunta se é possível. E aí vem a segunda pergunta. Se é possível e ela não observa a recomendação, ou uma obrigação de fazer, é possível haver um deterrence, ou seja, uma punição, aquilo que a gente chama de a força normativa do exemplo, para servir para as outras empresas?	Excelência, a recomendação é um importante instrumento de atuação do Ministério Público como o ombudsman, ou seja, numa postura resolutiva e até mesmo preventiva. E nesse sentido, ela tem uma força persuasiva. Ela tem uma força de orientar, persuadir aquele agente que está prestes a ser responsável, que está prestes a ser responsabilizado por um dano futuro, no sentido de corrigir a sua conduta. Nesse caso, seria sim possível a expedição de uma recomendação no âmbito de um procedimento. E o descumprimento dessa recomendação, a priori, ela não ensejaria por si só a responsabilização do agente, mas poderia configurar o dolo do agente, porque havia o conhecimento dessa situação e também tem a força de vincular o agente a eventuais justificativas dadas no bojo dessa recomendação. Lá do outro, seria possível também a celebração de um termo de ajustamento de conduta, em que fossem pactuadas eventuais sanções para esse descumprimento e aí sim, no caso de descumprimentos, teria força de título executivo.
2022-02-08	2	42	02:09:53	02:10:10	02:10:10	02:11:14	Perfeito, mas aqui, fez a recomendação enquanto promotora, eles não cumpriram a recomendação, você vai tomar uma providência. Essa providência é um diterence. Ou seja, você vai responsabilizar economicamente porque não fez aquilo que deveria ter feito. Aí eu te pergunto, é responsabilidade civil sem dano?	Sim, excelência, nesse caso, considerando o dano imediato, que é esse que seria a efetiva ocorrência de uma lesão, estaríamos diante de uma situação de responsabilidade civil sem dano, plenamente possível a responsabilização do agente. Há um dano, se o senhor me permite, há um dano, embora não seja o dano que ensejaria a responsabilidade civil, conforme a teoria clássica, mas pode-se ventilar a existência de um dano à toda sociedade e à própria conformação do sistema, pelo exemplo, pelo dever geral de agir conforme a boa-fé e conforme esses estandes éticos e morais que são prestigiados pela ordem constitucional.
2022-02-08	2	42	02:11:14	02:11:38	02:11:38	02:12:13	Muito bem, o dano é o medo. Eu lhe consulto, o Ministério Público, ele está adstrito, à compliance? E aí eu te faço uma seguinte pergunta, normativamente, há algum dispositivo que diz que o Ministério Público está sujeito a medidas de compliance?	Sim, excelência, o Ministério Público, enquanto instituição, ele, notadamente, considerando o papel de relevo dele no âmbito da sociedade brasileira, que atua em defesa dos interesses mais caros da Constituição, ele está, sim, sujeito a programas de compliance, porque a sua atuação também deve se conformar com critérios éticos e critérios que promovem os direitos fundamentais no âmbito das reações.
2022-02-08	2	42	02:12:13	02:12:20	02:12:20	02:12:27	Consegue identificar o dispositivo? Não tem um no Código de Processo Civil, expresso.	Excelência, não me recordo no momento.
2022-02-08	2	42	02:12:27	02:12:52	02:12:52	02:13:32	A lei é uma cobra, a gente passa perto dela, ela pica o pé da gente. É terrível. Mais três perguntas para finalizar, que são as perguntas do Dr. Jair. É no mesmo ponto de vista, só que no ponto de vista do civil law agora, mesmo ponto de vista. No momento da sentença, é possível o juiz oferecer a tutela provisória?	Sim, Excelência, é plenamente possível que o juiz, que seja deferida a tutela provisória no momento da sentença, desde que presente os requisitos. Notadamente, a tutela de urgência, ou seja, quando há o perículo em Mora e o Fumos Boniúris. Isso porque a apelação, ela em regra tem efeito suspensivo. Ou seja, embora tenha um provimento judicial favorável à parte, ela não tem aquela tutela de forma imediata. Então, nesses casos, seria plenamente possível o deferimento da tutela provisória.
2022-02-08	2	42	02:13:32	02:13:47	02:13:55	02:13:57	Perfeito. Desencadeia só mais duas perguntas, nós encerramos, Dr. Bernardo, você me perdoa, então. As perguntas são as seguintes. Pode haver uma medida, então, de coerção pessoal para atingimento do direito do exequente?	Excelência, o senhor pode repetir, por favor?
2022-02-08	2	42	02:13:57	02:14:08	02:14:11	02:14:44	Pode haver alguma medida de coerção pessoal para que o direito do exequente seja preservado? O que o Marinoni diz? Técnica processual versus tutela de direitos.	Sim, excelência, é possível o emprego de técnicas coercitivas para garantia do direito. Notadamente, no que diz respeito às obrigações de fazer, há uma previsão expressa de que o juiz, ele pode se valer, é um poder dever do juiz de todas as medidas que estão ao seu alcance para uma efetiva tutela. Há, então, uma preocupação e um prestígio do Código de Processo Civil com a efetividade da tutela.
2022-02-08	2	42	02:14:45	02:14:54	02:14:54	02:16:58	Prisão civil, você mais direto, pode? Desculpa, excelência, eu demorei para... Tudo bem. E prisão civil sob Covid? Como que faz?	A prisão civil, ela é possível, há essa modalidade específica para as obrigações alimentares decorrentes de relação de parentesco, sendo uma medida coercitiva e de caráter pessoal. No âmbito do Covid, com a deflagração da pandemia do Covid e todas as consequências que encerrou para todas as áreas da sociedade, houve uma discussão acerca da possibilidade, acerca da situação daqueles devedores de alimentos e decidiu-se que não se mostrava proporcional, razoável, não se coadunava com o interesse de proteção da norma, a manutenção dessas pessoas em regime prisional fechado. Então, os tribunais superiores decidiram e depois houve uma atividade legislativa com previsão expressa de prisão domiciliar durante a pandemia. Todavia, excelência, há que se ponderar se essa prisão domiciliar, ela é de fato a melhor, de fato a medida que surtirá mais efeito no sentido de influenciar o agente no cumprimento dessa obrigação. Seria possível que, uma vez decretada a prisão domiciliar, o Alimentando exigisse a alteração da forma dessa coerção, com aplicação de multas ou outras medidas cabíveis, considerando que a prisão domiciliar pode não surtir os efeitos que a tutela da pessoa vulnerável, da criança, do adolescente, notadamente, mas também de outras pessoas em situação de vulnerabilidade, exige do ordenamento. Então, é possível essa flexibilização do procedimento, ainda que inicialmente o agente tenha iniciado a execução pelo rito da prisão civil.
2022-02-08	0	42	02:17:07	02:17:55	02:17:56	02:18:43	Doutora Marina Vivas, seja bem-vinda. Agora, em relação ao sorteio, as perguntas serão feitas, envolvem o marco civil da internet, lei geral de proteção de dados, registros públicos, ação de alimentos, investigação de paternidade. E eu começo te questionando que a lei geral de proteção de dados traz como garantia o direito fundamental de liberdade, de intimidade e de privacidade. E lá no seu artigo 18, trata do direito à anonimização, quase um trava-língua, que a gente fica falando aqui. E eu pergunto à doutora, sendo esses direitos reconhecidos em lei, como que o Ministério Público, ou o que ele deve fundamentar para obter essas informações diante desse conflito legal?	Excelência, a requisição desses dados, a obtenção desses dados por parte do Ministério Público, ela decorre, ela é uma decorrência lógica da própria atuação constitucionalmente deferida ao Ministério Público com relação à tutela dos direitos e a apuração das infrações. Nesse sentido, há inclusive previsão específica de que é possível a solicitação desses dados por agentes policiais, bem como do Ministério Público, para apuração de eventuais irregularidades.
2022-02-08	0	42	02:18:43	02:18:47	02:18:48	02:19:27	Mas qual seria o fundamento para superar um?	Excelência, nesse caso, a obtenção desses dados, ela é necessária, imprescindível para a própria tutela dos direitos, de outros direitos assegurados. Então, nesse sentido, seria imprescindível o acesso a esses bens, sendo importante destacar que a Constituição tutela o direito de liberdade de expressão, mas há uma restrição quanto ao anonimato. O anonimato, ele não pode ser utilizado como forma de infringir a lei ou viabilizar a prática de infrações e ilegalidades.
2022-02-08	0	42	02:19:28	02:19:42	02:19:43	02:20:28	Vamos lá. O provedor de conexão à internet, ele responde pela publicação na sua rede social, pelo usuário dessa rede social? Sim, não, em qual situação, ou qualquer situação?	Excelência, em regra, o provedor, ele não responde. Ele responderá quando, embora notificado judicialmente, em regra, não diligencia a tempo e modo no sentido de excluir aquele conteúdo das suas plataformas. Em se tratando de casos específicos, de exposição da intimidade, cenas de nudez, cenas pornográficas, há a dispensa da própria intimação, decisão judicial, sendo bastante a própria notificação por parte do agente. Nesse caso, há uma maior proteção, considerando a relevância dos bens jurídicos em questão.
2022-02-08	0	42	02:20:28	02:20:56	02:20:56	02:22:28	E considerando um determinado usuário que ele não publicou, mas ele compartilhou uma publicação ofensiva que poderia gerar... Eu pergunto, nesse caso, em relação ao tratamento de dados desse usuário, o provedor de internet, pelo simples fato dele compartilhar, ele tem que disponibilizar as informações desse usuário? Não, esse usuário tem alguma proteção?	Excelência, nesse caso, os dados desse agente que apenas compartilhou um conteúdo, ele está abarcado, sim, pela proteção, não sendo possível obrigar ao provedor fornecer esses dados. Trata-se de um assunto enfrentado pelo STJ recentemente, que decidiu que não seria razoável equiparar aquele que apenas compartilha um conteúdo a quem, de fato, produziu esse conteúdo. Tratava-se de uma situação de veiculação de uma notícia falsa, em que a pessoa filmou um alimento que havia comprado em um lugar, afirmando que estava infectado. Houve um grande número de compartilhamentos e a empresa solicitou judicialmente que o provedor fosse compelido a fornecer esses dados. Nesse sentido, o STJ decidiu que não seria possível, porque não há indícios de infração penal. Sendo que a lei de proteção dos dados, ela exige que, para essa solicitação, haja indícios fundados de ocorrência de um ilícito. Nesse caso, não seria possível equiparar aquele que apenas compartilha, o que pode ser feito, inclusive, de boa-fé, acreditando na veracidade dessa informação, com aquele que, de fato, produziu o conteúdo.
2022-02-08	0	42	02:22:28	02:22:39	02:22:40	02:23:59	Vamos mudar um pouco de assunto. Gostaria que a senhora me explicasse os parâmetros para o reconhecimento da multiparentalidade.	Excelência, a multiparentalidade é um instituto que evoluiu no âmbito do direito da família com foco na família eudaimonista, ou seja, uma família que tem como centralidade as relações de afeto, de respeito, a própria direito da família como um direito à busca da felicidade. Nesse sentido, é possível que conste no registro de uma pessoa, dois pais ou duas mães, desde que haja a verificação de um efetivo vínculo de parentalidade. Sendo que esse vínculo, ele é ferido pela relação entre as pessoas, pelo tratamento público, pelo fato daquela pessoa ostentar socialmente condição de filho daquele que pretende o registro. Então, nesse caso, seria possível manutenção do regime concomitantemente biológico, notadamente considerando o direito ao reconhecimento e à identidade biológica, e, por outro lado, também a parentalidade afetiva, considerando o relevo das relações de afeto. Perfeito.
2022-02-08	0	42	02:24:00	02:24:08	02:24:09	02:24:27	A senhora conhece a expressão útero de substituição? Saberia dizer o que é isso?	Excelência, a situação de útero de substituição seria aquela em que alguém gesta um embrião que adveio de material genético de outras pessoas.
2022-02-08	0	42	02:24:27	02:24:29	02:24:30	02:25:12	Isso é possível, é legal?	Excelência, é possível, desde que observados alguns requisitos. Em caso algum, é possível essa situação se houver uma contraprestação econômica. O gestar deve ser um ato puramente gratuito, um ato que envolve a ideia de solidariedade. Pelo que me recordo, há necessidade de haver um vínculo entre as pessoas, tanto a mulher que gestará, quanto aqueles que são responsáveis pelo material genético.
2022-02-08	0	42	02:25:12	02:25:15	02:25:20	02:25:25	E depende de autorização judicial?	Excelência, é possível a realização independentemente de autorização judicial.
2022-02-08	0	42	02:25:25	02:25:31	02:25:32	02:26:06	E uma vez ocorrendo esse tipo de gestação, como que a criança deve ser registrada?	Excelência, a criança deve ser registrada, em regra, tendo como pai e mãe aqueles que foram, aqueles que deram, aqueles a quem corresponde o material genético. Mas seria possível cogitar-se de multiparentalidade, sendo de interesse de todas as partes, e a havendo a efetiva parentalidade sócio-afetiva.
2022-02-08	3	42	02:26:22	02:27:36	02:27:38	02:28:15	O meu microfone estava desligado, mas vamos ligá-lo. Seja bem-vinda a essa etapa, com certeza exitosa até aqui. Boa sorte à senhora. Obrigada, excelência. O grupo 4, ele é dividido em duas matérias. Uma do direito material e a outra do direito processual. E eu vou tratar das questões processuais. E como tenho alertado a todos, com todo o respeito que tenho aos colegas do processo civil, eu sou apaixonada pelo processo coletivo e gostaria muito que a senhora focasse nas respostas dentro do microsistema. O quê? O ponto 8 que foi sorteado, ele trata da parte processual e nessa primeira parte genérica, eu gostaria que a senhora me dissesse o que a senhora entende e o que envolve nas características de atuação a intervenção custos iuris nas ações coletivas.	Excelência, a intervenção do Ministério Público enquanto em custos iuris, ou seja, enquanto defensor da ordem jurisdicional, ela é imprescindível nas ações coletivas, considerando a relevância dos bens jurídicos em discussão, considerando a amplitude dessa tutela e a relevância que é dada e que está intimamente relacionada à atuação constitucional do Ministério Público enquanto defensor da ordem jurídica e dos direitos sociais e coletivos individuais indisponíveis.
2022-02-08	3	42	02:28:15	02:28:17	02:28:23	02:29:01	Ela é obrigatória em todas elas?	Sim, excelência, a intervenção do Ministério Público, ela é obrigatória em todas elas, retificando, excelência, ela é obrigatória, mas havendo uma tutela coletiva de direitos individuais disponíveis, neste ponto, poderia o Ministério Público decidir acerca da sua atuação não sendo a priori obrigatória, em sede de ação coletiva de consumo. Tratando-se de ACP, ação popular, seria sempre necessário.
2022-02-08	3	42	02:29:01	02:29:06	02:29:06	02:29:10	Então, a senhora recepciona no caso de individual homogêneo?	Nas ações coletivas de consumo. De consumo, ok.
2022-02-08	3	42	02:29:14	02:29:18	02:29:18	02:29:25	E, nessa intervenção, custos de juros?	Excelência, desculpe, eu gostaria de retificar e voltar para a minha resposta inicial de que sim, seria obrigatória.
2022-02-08	3	42	02:29:25	02:29:48	02:29:51	02:30:52	Ok. Com relação a essa atuação, digamos que o processo tenha transcorrido todo sem intervenção, sem intimação do Ministério Público e, após a sentença, sejam enviados autos para conhecimento do Ministério Público. Qual conduta a senhora tomaria?	Excelência, trata-se de uma hipótese em que há uma nulidade no processo, todavia, essa nulidade só deve ser pronunciada se houver efetivo prejuízo e a análise quanto à ocorrência ou não desse prejuízo é privativa do órgão ministerial. Nesse caso, se o Ministério Público entender que houve prejuízo, notadamente por uma situação de inadequação da legitimação do legitimado extraordinário ou da não observância dos direitos coletivos, no caso concreto, da máxima efetividade da tutela, nesse caso, o Ministério Público deve alegar essa nulidade e ela será, se for possível, o aproveitamento de alguns atos devem ser mantidos e, caso não seja possível, deve ser anulado até o momento em que era necessária a intervenção do órgão ministerial. Ok.
2022-02-08	3	42	02:30:52	02:31:06	02:31:12	02:31:19	A intervenção necessária, como a senhora está dizendo, ela se dá a partir de quando? Quando que deveria o órgão judicial intimar o Ministério Público do andamento dessa ação?	Excelência, o órgão ministerial deve ser intimado após a apresentação da contestação pelo REO.
2022-02-08	3	42	02:31:21	02:31:48	02:31:51	02:32:53	Digamos que seja intimado nessa fase após a contestação. E a senhora detecte que, na inicial, a questão abordada pelo autor, ela é minimalista, ou seja, tem questões mais abrangentes, tem outras questões que transbordam o pedido que foi feito, com a atitude a tomar.	Excelência, sendo o órgão ministerial incolegitimado para a propositura dessa ação, é possível a sua intervenção, como lides consorte, e no sentido de ampliar essa tutela, ou mesmo a manifestação nesse sentido, para que haja um aditamento da inicial? Quanto no âmbito do processo coletivo, a primazia da instrumentalidade das formas, sendo que há uma flexibilização das regras procedimentais, tendo admissível a ampliação do pedido, ainda que fora dos prazos do CPC, então seria possível, nesse caso, e necessário, a ampliação do pedido para que passasse a abarcar a completude dessa situação.
2022-02-08	3	42	02:32:53	02:33:00	02:33:01	02:33:09	Digamos que nem o autor e nem o juiz concordem com a senhora. Qual a atitude que a senhora tomaria?	Excelência, nesse caso, entendo ser cabível a interposição de um agravo de instrumento.
2022-02-08	3	42	02:33:09	02:33:30	02:33:31	02:34:26	Tá bem. Vou passar para o segundo ponto, que trata dos danos imateriais, moral e social. Gostaria que a senhora dissesse para mim qual é a distinção entre o dano moral coletivo e o chamado dano social.	Excelência, o dano moral coletivo e o dano social, embora guardem semelhanças, eles não se confundem. O dano moral coletivo é um dano que abala os indivíduos enquanto integrantes de um corpo social. Há um abalo inadmissível, intolerável, há valores caros àquela sociedade. É um dano aferível, há uma presunção absoluta desse dano pela própria conduta que extrapola esses limites. Lá do outro, o dano social está relacionado a uma diminuição dos padrões de tranquilidade, de segurança de uma sociedade. Trata-se de uma conduta reprovável e que há um abalo nesses padrões e, portanto, deve haver responsabilização.
2022-02-08	3	42	02:34:26	02:34:35	02:34:36	02:35:01	Então, o dano moral a senhora definiria como o fato em si? A conduta antijurídica...	Excelência, trata-se de uma decorrência necessária do fato em si à luz daquela coletividade. Qual o objetivo? O dano moral tem um objetivo reparatório, ele tem um objetivo pedagógico e ele tem também um objetivo preventivo. Ok.
2022-02-08	3	42	02:35:04	02:35:24	02:35:25	02:36:09	Como, numa ação civil pública, a senhora faria a prova do dano moral e do dano social? Quais seriam as provas, digamos, que a senhora está pedindo os dois danos ao mesmo tempo? Como que a senhora faria essa prova nos aulas?	Excelência, considerando que o dano moral coletivo é aferível em reípsa pela própria gravidade e amplitude daquela lesão, a mera comprovação dessa lesão é suficiente a ensejar a responsabilização pelo dano. Quanto ao dano social, entendo ser possível trabalhar nessa ação quais foram os principais pontos de consideração quais foram os parâmetros de segurança e de tranquilidade daquela sociedade que foram diminuídos em razão dessa conduta. Mas há também uma decorrência lógica da própria natureza dessa inflação.
2022-02-08	3	42	02:36:09	02:36:19	02:36:23	02:36:45	Ok. A senhora tem conhecimento de alguma exclusão do cabimento do dano moral coletivo pelo STJ?	Excelência, recordo-me que houve situações em que de fato não foi reconhecido o dano moral coletivo. Um exemplo específico?
2022-02-08	3	42	02:36:45	02:36:59	02:36:59	02:37:39	Não consigo me recordar no momento. Não tem problema. Com relação à quantificação, como que eu faço a quantificação para reparação do dano moral coletivo?	Excelência, considerando que o dano moral coletivo tem essa função não apenas ressarcitória, mas também pedagógica e preventiva, há que se levar em conta não apenas a extensão desse dano, a luz da gravidade da lesão, mas a própria possibilidade econômica do agente, de forma que essa responsabilização, embora não promova enriquecimento ilícito, também não incerge uma desproteção do bem jurídico tutelado.
2022-02-08	3	42	02:37:39	02:37:45	02:37:45	02:38:13	A senhora já ouviu falar no método bifásico estabelecido pelo STJ?	Para a ferição do... Excelência, especificamente pelo que foi decidido pelo STJ, não me recordo, mas a vossa excelência me permite inferir que seria, num primeiro momento, a análise do dano em si e, num segundo momento, as condições, notadamente, das possibilidades econômicas do agente infrator.
2022-02-08	7	42	02:38:22	02:38:44	02:38:44	02:39:43	Seja bem-vinda. Parabéns por chegar até essa etapa, desejo sorte agora na reta final. Vamos à primeira pergunta. Eu vou perguntar sobre o meio ambiente. Sobre responsabilidade civil ambiental, então a primeira. A senhora poderia explicar qual o regime de responsabilidade civil e teorias que foram adotadas pelo nosso ordenamento jurídico?	Excelência, a responsabilidade civil por dano ambiental é uma responsabilidade objetiva, ou seja, dispensa a análise de dó ou culpa do agente e é informada pela teoria do risco integral, ou seja, não há que se perqueria eventuais excludentes, sendo que o agente, havendo dano inexo entre a conduta do agente, em regra, e esse dano, haverá o dever de responsabilizar. Ainda quanto ao dever de reparação, que está correlacionado ao princípio do poluidor, devedor, entende-se que trata-se de uma obrigação próprio terreno, ou seja, que segue a coisa. Então o proprietário pode ser responsabilizado pela reparação desse dano, ainda que não tenha sido ele quem de fato executou a ação que deu origem a ele.
2022-02-08	7	42	02:39:43	02:40:01	02:40:01	02:40:36	Eu pergunto, nessa linha que a senhora colocou de exclusão, de impossibilidade de exclusão, a culpa exclusiva de um terceiro, por exemplo, ela afastaria essa responsabilidade por afastar o nexo de causalidade?	Não, excelência, no âmbito do direito ambiental, a responsabilização na esfera civil, ela não pode ser afastada nem mesmo por culpa exclusiva do agente. Caberia a este que foi responsabilizado de eventual ação de regresso, mas considerando a relevância da tutela ambiental e o princípio da reparação integral, tratando-se ainda de responsabilidade objetiva informada pela teoria do risco integral, não seria possível afastá-la.
2022-02-08	7	42	02:40:36	02:40:49	02:40:49	02:41:46	Ok. Vamos adiante. Considerando a segurança de barragens agora. A senhora saberia informar o que é um mapa de inundação? O que deve conter esse documento?	Excelência, o mapa de inundação é um documento essencial do licenciamento dessa atividade e que deve estar contido em planos de atuação em situações de emergência. E ele diz respeito à área inundável, uma área sujeita à inundação na ocorrência de eventual acidente relativo à infraestrutura dessa barragem. Dentro do mapa de inundação há a área de autossalvamento, que é uma área na qual não é possível, pela sua proximidade com a barragem, não é possível que o poder público atue a tempo de salvar, de proceder ao recolhimento de pessoas, animais e bens, sendo por isso chamada de autossalvamento.
2022-02-08	7	42	02:41:47	02:42:24	02:42:27	02:42:53	A senhora sabe se nesse mapa deve também conter outra área além da área de autossalvamento? Porque, segundo eu entendi, na área de salvamento o poder público não vai chegar a tempo. Mas a inundação, a gente pode deduzir até pelos eventos que aconteceram no Rio Doce e também no Paraupeba, ela vai se estender além dessa área. A senhora saberia dizer o nome que se dá para essa área além da zona de autossalvamento?	Excelência, o mapa de inundação deve conter a totalidade da área suscetível à inundação na hipótese de um evento. Há previsão na Lei Nacional e Estadual de Segurança de Barragens, em relação a essa área que não é a área de autossalvamento especificamente. Não me recordo da nomenclatura específica.
2022-02-08	7	42	02:42:53	02:43:07	02:43:07	02:43:18	E esse mapa, ele é um mapa mesmo, como o nome fala, ou é um documento, ele é uma representação gráfica do território, do terreno? A senhora saberia dizer?	Excelência, pelo que me recordo, trata-se de uma representação gráfica, entendo que deve haver uma descrição dos bens e das populações envolvidas.
2022-02-08	7	42	02:43:23	02:43:46	02:43:47	02:44:38	Recursos hídricos, vamos perguntar sobre recursos hídricos. De que forma devem ser aplicados os valores arrecadados com a cobrança pelo uso dos recursos hídricos? Eu já pergunto para a senhora, na mesma linha, se é possível aplicá-los fora da bacia hidrográfica na qual eles foram arrecadados.	Excelência, os recursos arrecadados, eles devem, em regra, ser aplicados dentro da mesma bacia em que houve o uso desses recursos, sendo que eles são aplicados para a manutenção da qualidade e quantidade da água nessa bacia, sendo que a bacia é considerada uma unidade territorial em que a aplicação da política, que deve guiar a aplicação da política nacional de recursos hídricos, e nesse ponto deve haver um reinvestimento nessa área, no sentido de assegurar o uso múltiplo das águas. E quem sustenta os órgãos do sistema de recursos hídricos?
2022-02-08	7	42	02:44:38	02:45:27	02:45:27	02:45:33	É esse mesmo caixa da cobrança dos recursos hídricos ou é um outro caixa, por exemplo, de custeio normal da máquina da administração, impostos? Ou seja, que a senhora mencionou que eles devem ser utilizados para assegurar a qualidade e a quantidade das águas. Então, a minha pergunta é se esses recursos só podem ser utilizados para esses programas, projetos, ou se eles também vão custear o funcionamento do sistema de recursos hídricos, dos órgãos do sistema? Sim, a senhora mencionou que eles podem custear toda a estrutura e desenhamento de recursos hídricos,	custear toda a estrutura e dizer respeito à política de recursos hídricos.
2022-02-08	7	42	02:45:33	02:45:46	02:45:46	02:46:10	E voltando no início da pergunta, a senhora falou que em regra eles têm que ser utilizados na bacia. E qual seria a hipótese em que eles seriam utilizados fora da bacia hidrográfica em que foram arrecadados?	Excelência, acredito que nas hipóteses em que há macro-bacias, ou quando as bacias são organizadas com uma gestão conjunta. Nesse caso, havendo esse tipo de organização, seria possível a aplicação não apenas na própria bacia.
2022-02-08	7	42	02:46:11	02:46:25	02:46:33	02:46:56	Pensando em resíduos, eu pergunto, há distinção entre destinação final ambientalmente adequada e disposição final ambientalmente adequada? Qual seria?	Ou são sinônimos? A destinação final ambientalmente adequada, pelo que me recordo, ela se restringe à destinação a aterros adequados para esse... A destinação ou a disposição?
2022-02-08	7	42	02:46:56	02:47:01	02:47:01	02:47:21	Retificando, Excelência, a disposição, ela diz respeito aos aterros.	A destinação final adequada, ela pode envolver outras técnicas de, por exemplo, reemprego desse resíduo sob outra forma, reciclagem, reutilização. Ok. Última pergunta. A legislação brasileira, o que é que ela faz?
2022-02-08	7	42	02:47:24	02:47:42	02:47:46	02:48:02	Última pergunta. A legislação brasileira, a senhora sabe dizer, proíbe alguma forma específica de destinação ou disposição de resíduos ou rejeitos? E se for esse o caso, qual seria essa forma proibida?	Excelência, há a proibição de destinação em aterros abertos, sem o devido tratamento daquele resíduo sólido, colocando, expondo, portanto, a risco pessoas e o meio ambiente.
2022-02-08	7	42	02:48:02	02:48:06	02:48:07	02:48:28	Mais alguma forma específica de proibição?	Excelência, a queimada, entendo que seria uma forma também proibida, considerando que a queimada só é possível no ordenamento brasileiro em situações excepcionais em que há uma autorização legislativa para tal, não sendo o meio adequado de destinação de rejeitos sólidos.
